,sentence,year_from,year_to
2410,дали се чудни тие сомневања,1953,1953
2411,кој ќе ни прости,1953,1953
2412,кој ќе заживее со нашава душа,1953,1953
2413,и тогаш кога веќе ќе нè нема,1953,1953
2414,коле tој му се доближи дури tраеше ова зборување и сеgа се двајцаtа еден до друg сpроtи ноќнаtа рам на pрозорецоt,1953,1953
2415,дај ми ја рака,1953,1953
2416,молчи доста,1953,1953
2417,сладок и чуден час е за мене,1953,1953
2418,душа со душа божем се прелева,1953,1953
2419,како далгите на езеро,1953,1953
2420,сè подалеку сè поширок,1953,1953
2421,до она полн смирување,1953,1953
2422,како крошните кога ќе запре,1953,1953
2423,од лелањето,1953,1953
2424,а две близначиња во нив,1953,1953
2425,тукушто заспале,1953,1953
2426,долг го знае,1953,1953
2427,и надеж имаш во чин на жртва,1953,1953
2428,ах убави и ненадни на живот се игра,1953,1953
2429,ништо повеќе сама трепет на тревка,1953,1953
2430,од на мравка како возбуди,1953,1953
2431,но пак сме среќни ние,1953,1953
2432,пред сека раздел,1953,1953
2433,доста е олку можење,1953,1953
2434,вера верност наш,1953,1953
2435,за тие по нас да дадеме,1953,1953
2436,на срце мерка,1953,1953
2437,жалај ги тие што биле,1953,1953
2438,тие што идат,1953,1953
2439,и жеден за вистина,1953,1953
2440,дека в срце ги клука,1953,1953
2441,устремени кон неа,1953,1953
2442,сепак иде такво време,1953,1953
2443,каде е таа не знае,1953,1953
2444,во црн пален беспаќе се губи,1953,1953
2445,како жерав со пискоти,1953,1953
2446,во зимска ноќ непроѕирен,1953,1953
2447,ја гледа книгана онде,1953,1953
2448,од која вечерва збор потече,1953,1953
2449,сети се како умира тој поет,1953,1953
2450,во влажен зандан,1953,1953
2451,сам,1953,1953
2452,каде што очите на смртникот,1953,1953
2453,биле светлост единствен,1953,1953
2454,да вида охрид струг да вида,1953,1953
2455,ако таа мелодија го испраќала,1953,1953
2456,колку безнадежно пусто му звучела,1953,1953
2457,негов пес а може,1953,1953
2458,сама издив му се чинела,1953,1953
2459,што гине од срце откинат,1953,1953
2460,без траг за човек,1953,1953
2461,и никој ништо,1953,1953
2462,за еден живот,1953,1953
2463,нема да знае,1953,1953
2464,а сепак колку пати тој издив,1953,1953
2465,и наш душа ја разлеал,1953,1953
2466,и колку ни е близок овој човек,1953,1953
2467,вечерва со нас го чувствувам,1953,1953
2468,како жив да е овде,1953,1953
2469,наgло се сврtува,1953,1953
2470,како да иде и тој кај прозорецов,1953,1953
2471,благ му е поглед и призивен,1953,1953
2472,тих осмев среќен иако истрадан,1953,1953
2473,на усните,1953,1953
2474,сè уште сама мене ме гледа,1953,1953
2475,јас му ја подави ракав,1953,1953
2476,ах колку слатко колку чекано ракување,1953,1953
2477,се pоtресува pоминува со дланкиtе pреку очи и pак озарен му се сврtува на рацина,1953,1953
2478,призрак,1953,1953
2479,и нас некој вака ќе нè спомни,1953,1953
2480,но ти си овде,1953,1953
2481,тебе може вистински да те прегрне,1953,1953
2482,мој драг друже,1953,1953
2483,живо gо pреgрнува,1953,1953
2484,биди весел,1953,1953
2485,сета радост на овој час да ја преживее,1953,1953
